Tweet,polarity,predicted_sentiment
Google/Bing search smackdown panel is in a giant room with not enough chairs. Hope you have a search for &quot;floor-sitting!&quot; #SXSW,0.0,Neutral
Apple opening up temporary store in downtown Austin for #sxsw and the iPad 2 launch {link},0.0,Neutral
"I don't know how I ended up here, but the Google party is going off!!! Robot ninja wars!!! #sxsw",0.0,Neutral
Always wanted this! RT @mention Sound of My Voice was shot exploiting Apple &amp; Best Buy's 14-day return policy on iMacs. Brilliant. #sxsw,0.7666666666666666,Positive
Nice! @mention just told me @mention was just used as a brief case study in iPad Design Paradigms panel at #SXSW.,0.375,Positive
Almost convinced it's time for an iphone courtesy of being only one w/a blackberry in Austin  #sxsw,0.0,Neutral
1 hour ago apple didn't have a store in downtown austin and now there is a store with hundreds of people there! #iPad2 #SXSW,0.0,Neutral
Feeling so inspired coming out of #SXSW that I just Apple TV'ed The Social Network. #justinjustinjustin,0.03333333333333333,Positive
Heading to iPad Design Headaches in Hilton - Salon J #sxsw,0.0,Neutral
It is also limited in its abilities. Its a balance. RT @mention @mention An iPad is cheaper than most laptops. #newsapps #sxsw,0.2142857142857143,Positive
"Excited to say that I haven't used Foursquare, Gowalla, or Google Places since I've gotten to #SXSW...and I've survived. Amazing.",0.48750000000000004,Positive
Anyone who was going to buy a new iPad should donate to #Japan #tsunami victims instead. #sxsw,0.13636363636363635,Positive
At home today. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,0.35,Positive
millions of dollars have been saved at one company through the adoption of google docs. incenticize your IT teams #evolvingworkplace #sxsw,0.0,Neutral
The hive of innovation but yet every booth at the #SXSW trade show had the exact same promotional idea: iPad 2 Raffle!,0.125,Positive
"Andrew K of PRX equates the homogeneity of the Apple ecosystem w predictability, vs Android's wild west. #imaconf #sxsw #drumbeat #MoJo",0.1,Positive
Yikes. Google is launching 'Circles' today at #sxsw? {link},0.0,Neutral
40% of Google Maps use is mobile marissamayer #sxsw,0.0,Neutral
Latest Google maps mobile app demo #sxsw lots of stats. Drink the coolaid.,0.5,Positive
"@mention Oh, oh, oh! Does the iPad come with my #sxsw badge? @mention",0.0,Neutral
Bing's project euphoria and social recommendations looks very ipad centric - interface could be real advantage against google. #sxsw,0.10833333333333334,Positive
Learnt from @mention that there are more Google searches for Jesus than Star Wars but not by much #sxsw #allhat,0.35,Positive
save me some cash! TechCrunch Giveaway: An iPad 2��#TechCrunch {link} via @mention #winning! #ipad2 #sxsw #apple,0.625,Positive
Here he comes ladies! @mention  @mention  RT @mention I'll be at Austin Convention Center w/  @mention showing my  iPhone game. #SXSW,-0.25,Negative
RT @mention @mention  - False Alarm: Google Circles Not Coming Now���and Probably Not Ever? - {link} #Google #Circles #Social #SXSW,-0.18333333333333338,Negative
"RT @mention @mention to Launch Social Network Called Circles, Possibly Today {link} #sxsw via: @mention - This should be interesting ^ JL",0.17777777777777778,Positive
RT @mention &quot;She's the iPad DJ working the Etsy party.&quot; #realtalk #sxsw,0.0,Neutral
"RT @mention #Apple saves #SXSW, set to open pop-up store {link}",0.0,Neutral
The session #designingforkids is changing my mind about my future kid's relationship with the iPhone. #sapient #sxsw,0.0,Neutral
RT @mention #iPad2 Unboxing Outside the #SXSW #Apple Store {link},0.0,Neutral
RT @mention #killing #sxsw &quot;you can google a canadian tuxedo and lose yourself for hours&quot;,0.0,Neutral
RT @mention #Smmnextgen Tools on the cheap: google analytics+excel+buzzmetrics.  Also Radian6 and Altimeter.  #sxsw #sloansxsw,0.4,Positive
RT @mention #sxsw @mention #devops: @mention &quot;The Internets is Mean/Our Systems Are Complex; go Google 'How complex systems fail by doctor&quot;,-0.3666666666666667,Negative
RT @mention #SXSW #beyondwc Analytics 101: Google Analytics is a standard to use.,0.0,Neutral
RT @mention #SXSW #Hootsuite #Chilltab #Tablet Stand rocks! Canadian Social Media for #ipad at its best @mention {link},0.5166666666666667,Positive
RT @mention #SXSW #sxswparty Matt Damon upstairs at the Google party Maggie Maes 6th st,0.0,Neutral
RT @mention #sxsw bound! Keep an eye out I may give away an @mention #iPhone case at ATX after we land!,0.0,Neutral
RT @mention #sxsw look for the blue hair. I've got your free android phone info stickers from @mention #allhat3,0.2,Positive
RT @mention #SXSW News: Apple is getting into the music business? New device called an &quot;iPod&quot;. Like a compact disc player without the disk.,0.13636363636363635,Positive
"RT @mention #SXSW sponsored by Apple, plaid, and boys I'm attracted to.",0.0,Neutral
"RT @mention #sxsw: @mention We think we control our identities on Facebook, but as Google becomes an AI our profile will be built of what we do",0.0,Neutral
RT @mention 40% of Google maps use is mobile #sxsw,0.0,Neutral
standing on a long line surrounded by unemployed techies from brooklyn!  am i at #sxsw or at the apple store on 5th ave waiting for ipad?!,-0.078125,Negative
"RT @mention another one? holy social fragmentation&gt;Google to Launch New Social Network Called Circles, Possibly 2day at #sxsw {link} @mention",0.05075757575757575,Positive
RT @mention Anyone at #sxsw want to make a quick hundred dollars? New #ipad2 from ad hoc apple store here gets hundred plus cost!,0.2518939393939394,Positive
RT @mention Apple #sxsw pop-store has iPads again. 16gb wifi and 64gb wifi &amp; wifi/ 3G.,0.0,Neutral
RT @mention Apple to Open Pop-Up Shop at SXSW [REPORT] - {link} #sxsw,0.0,Neutral
"RT @mention Apple, Google, Intel ... Go Gaga for The Go Game by @mention @mention  {link} (cc @mention @iangogame) #LI #SXSW",-0.4,Negative
RT @mention At #sxsw even the cabbies are tech savvy. That's his iPhone streaming twitter. @mention  {link},0.0,Neutral
RT @mention At #SXSW?? MindTouchers @mention @mention @mention are there giving iPad demos of MindTouch TCS! Tweet them to check it out!,0.0,Neutral
"RT @mention Best Brand Marketing at #SXSW: GE @mention solar powered carousel, @mention Rock 'n Roll Trailer Park, Apple's iPad2 pop-up shop",1.0,Positive
RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't ne... {link},1.0,Positive
RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; &lt;Amen!&gt;,1.0,Positive
RT @mention Best thing I've heard this wknd @mention #SXSW &quot;I gave my iPad 2 money 2 #Japan relief. I don't need iPad 2&quot;(@mention @mention),1.0,Positive
"RT @mention Bounced over to catch Google's Marissa Mayer speak. Always admired her - intelligent, classy, successful. #sxsw",0.5499999999999999,Positive
"RT @mention Buying iPad2? Turn in ur iPad1, Apple store wipes it clean, donates to schools. Mrs. Jobs idea. #Apple #iPad2 #SXSW",0.3666666666666667,Positive
RT @mention Check out the new @mention app {link} - this is gonna be HUGE next week at #sxsw and beyond.,0.1787878787878788,Positive
"RT @mention Demo of Google Hotpot at #bettersearch panel: still pull search, but personalized. Not yet serendipitous? #SXSW",0.0,Neutral
"RT @mention Don't worry you guys, found an iPhone charger. WHAT'S THE DEAL WITH HIPSTERS AND BEARDS, RIGHT?!?! #sxsw",0.4464285714285714,Positive
"RT @mention Excited to see this! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",0.14018939393939395,Positive
"RT @mention Fodder for #snubor panel at #SXSW: &quot;Right to Forget&quot; gains traction in Europe, causing issues for Google {link}",0.0,Neutral
"RT @mention Free iTunes Album, #SXSW Featured Artists, grab it if you missed it: {link}",-0.175,Negative
RT @mention Gary Vaynerchuck l�_gger ner winelibrary.tv och sl�_pper i st�_llet Iphone-appen Daily Grape. #thankyoueconomy #sxsw #swesxsw,0.0,Neutral
RT @mention Good CNN article on why #SXSW is important to social web innovators. {link} This is why I'm bringing Griddler iPad app there.,0.3777777777777778,Positive
RT @mention Good talk from AKQAs @mention on iPad interface w/ callback to design principles. My wish: go beyond media/marketing examples. #fb #SxSW,0.7,Positive
RT @mention Google is announcing a social network &quot;Circles&quot; (via #SXSW tweets). Interesting. Myopia will cause Buzz jokes. But...,0.26666666666666666,Positive
RT @mention Google launching check in service at #sxsw and providing deals #fmsignal #SXSWi,0.0,Neutral
"RT @mention Google Party is at GSD&amp;M (Google Map it). #SXSW badge gets u in. Free food, drinks, music. Big place. No line. Great party. Come!",0.4666666666666666,Positive
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today @mention #SXSW {link} via @mention",0.05804924242424242,Positive
TR @mention Google (tries again) to launch a new social network called Circles: {link} #sxsw {link},-0.17007575757575757,Negative
RT @mention Google's Marissa Mayer extolling coolness of Google Mobile Maps v 5.2 &quot;Mobile surpassed desktop usage 4 1st time this year.&quot; #sxsw #sxswi,0.0,Neutral
RT @mention Google's route around traffic function saves users 2 years EVERY DAY. - Marissa Mayer at #sxsw,0.0,Neutral
"RT @mention Great evening w/ @mention + @mention Into Karateka, Castle Wolfenstein, ChopLifter: Apple // classics. #SXSW #OldSko0l",0.8,Positive
RT @mention Has spontaniety in life been replaced by technology? When your iPhone battery dies you go home. Great ? At #busy #sxsw,0.45,Positive
RT @mention Having fun w/ @mention new Check-In's feature on iPhone | See @mention latest article &quot;Roll your own 4square&quot; {link} #SXSW,0.38409090909090904,Positive
RT @mention Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de Ch��o #sxsw,0.6000000000000001,Positive
RT @mention Here's Google Realtime for #SXSW {link} via @mention,0.0,Neutral
RT @mention Hmm....only 9? #SXSW right-brain #mwrc11 left-brain?? :) RT @mention @mention at #SXSW 9 out of 10 attendees have Mac or iPad,0.5,Positive
"RT @mention I wonder if Apple intentionally scheduled the #iPad2 release to coincide with #SXSW. Steve Jobs, you crafty genius, you��_",0.4,Positive
RT @mention I'm debuting my new iPhone &amp; Droid app at #sxsw next year. It makes your phone waterproof &amp; will light your cigarettes for you.,0.1787878787878788,Positive
RT @mention If you thought people spent a lot of time staring at their iPhone last year at #sxsw ...just wait.,-0.05,Negative
"RT @mention Interesting --&gt;&gt; RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",0.14643939393939392,Positive
RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and iPad 2 launch {link},0.0,Neutral
So @mention just arrived. Its iphone breaking time. #lamesauce (cc @mention and @mention #sxsw,0.0,Neutral
So @mention just spilled the beans: next platform for Flipboard is the iPhone. Team started working on it. #sxflip #SXSW #SXSWi,0.0,Neutral
RT @mention Last day to get the #LP Austin iPhone app for free {link} #travel #sxsw,0.2,Positive
RT @mention Late night security guard at #sxsw popup Apple store {link},-0.3,Negative
RT @mention Line is wrapping around the block for an iPad 2 again for a second day at #sxsw! {link},0.0,Neutral
RT @mention Marc Ecko #SXSW launches #iPhone app. to autodial political change! {link} #edreform #edtech #eduVC #FightThePaddle,0.0,Neutral
RT @mention Media Circus: Guy walks out of Apple's popup store at #SXSW with 1st #iPad2 now. {link},0.0,Neutral
RT @mention Must see #android app at #sxsw &quot;Bizzy&quot; {link},0.0,Neutral
RT @mention my biggest mistake since South By Southwest last year? writin a book bout iPhone photography instead of makin a photography iPhone app #SXSW,0.0,Neutral
RT @mention New  #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},0.13636363636363635,Positive
RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW {link} Got it now,0.13636363636363635,Positive
RT @mention New social network may debut at #SXSW Google Circles {link} #EatDrinkTweet  Not done with you yet!,0.0890151515151515,Positive
RT @mention Nice! @mention just told me @mention was just used as a brief case study in iPad Design Paradigms panel at #SXSW.,0.375,Positive
RT @mention Ning &amp; Mobile Roadie are thrilled to offer the Unofficial #SXSW Insider's Guide for iPhone. Have fun in Austin! {link},0.4875,Positive
RT @mention Offered a #sxsw ipad promo to ninjafinder users and fans who are not here at #sxsw. Sucks to not be here. #sxsw,-0.3,Negative
RT @mention Official #SXSW App ���SXSW GO�۪ bit.ly/hmiiGa #android #iphone #ipad,0.0,Neutral
RT @mention OH: &quot;like I can't believe I've had three boyfriends since the first iPad ..&quot; #sxsw,0.25,Positive
"RT @mention Part of Journalsim is the support of democracy, yes? Informed populous, yes? iPad, as a focus, does not support that #newsapps #sxsw",0.0,Neutral
RT @mention Reactions to Google Circles news so far range from &quot;not again&quot; to &quot;please rescue me from the Facebook.&quot; #sxsw,0.1,Positive
RT @mention RT @mention @mention @mention Austin street closures during SXSW in Google Map form: {link} #sxsw #austin,-0.75,Negative
RT @mention RT @mention #Apple set to open popup shop in core of #SXSW action {link} via @mention,0.05,Positive
RT @mention RT @mention Mayer: I think about simplicity a lot at Google in developing products. #sxsw ^JR,0.0,Neutral
"RT @mention RT @mention Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. {link} #cn",0.016666666666666666,Positive
"RT @mention RT @mention Shiny new @mention @mention @eightbit apps, a new @garyvee book, pop-up iPad 2 stores... #SXSW is Christmas for nerds.",0.13636363636363635,Positive
"RT @mention RT: @mention With 150 million mobile users on Google maps, 40% of all Google Maps usage is from mobile devices. #maps #sxsw",0.0,Neutral
RT @mention Selfishness as seen through brands: Mac versus Apple. Apple wins: they are masters at being self-referential  #sxsw,0.3,Positive
RT @mention smart! Apple opens a pop-up store in Austin so people in for #SXSW can get new iPads. bit.ly/i41H53 (via @mention @mention,0.2021103896103896,Positive
RT @mention So many Google products. isn't it time to  transition them down the chain and into  features? But features of what product? #SXSW,0.17222222222222222,Positive
RT @mention Someone at #SXSW needs to host a race between the SMS apps for iPhone pink slips. Or probably something much cooler th ...,0.05,Positive
RT @mention Soundtrckr featured by @mention @mention as a Must-have for #SXSW {link},0.0,Neutral
"RT @mention Temporary #apple store is def not a tent, it's a powerhouse gym #SXSW  {link}",0.0,Neutral
OH @mention the Apple Pop-Up Store: &quot;Oh... you have the old one.&quot; #crazytimes #sxsw,0.1,Positive
RT @mention The day Bank of America launched their iPhone app they got 250k new customers #bankinnovation #SXSW,0.13636363636363635,Positive
"RT @mention The iPad 1 is so March 11, 2011 4:59PM PST. #sxsw",0.0,Neutral
"RT @mention The Top 7 things I've loved about #SXSW so far- {link}  #outbrain, #ipad, #groupme,",0.43333333333333335,Positive
"RT @mention The Web Designer�۪s Guide to iOS (and Android) Apps, today @mention 10 a.m! {link} #sxsw",0.0,Neutral
RT @mention Time to #wakeuplaughing @mention for #iPhone is on the #AppStore! iTun.es/iFR3Dw #sxsw,0.0,Neutral
RT @mention Very smart of them. &quot;Apple set to open popup shop in core of SXSW action&quot; - {link} #sxsw #apple,0.1392857142857143,Positive
RT @mention Want to win a free #iPad 2? Are you at or attending #SXSW? Details are here: {link},0.15000000000000005,Positive
RT @mention We're wondering how many @mention will come back from #sxsw with iPad 2's. Maybe everyone?,0.25,Positive
"RT @mention Well damn, Apple setting up a &quot;pop-up&quot; shop at #SXSW {link}",0.0,Neutral
"RT @mention Will overload of info delivered by Google kill discovery? Google says ppl won't lose curiosity, but I wonder...We need serendipity. #SXSW",0.0,Neutral
RT @mention Win an #OpenBeta6 iPad @mention this #sxsw panel {link}  today @mention 11! #usguys cc @mention  #DgtlTribe #sxswbuffalo,1.0,Positive
"RT @mention Woman in lobby: &quot;there's a website called, like, stupid iPhone speller, and it's ppl taking pics of funny autocorrected words.&quot; #sxsw",-0.27499999999999997,Negative
"RT @mention Zazzle is officially at #SXSW! Come by the @mention Grille, mention us with #zazzlsxsw and you�۪ll get to make your own iPhone case!",0.75,Positive
#SXSW iPhone developers meet up is crazy packed!!!!!!,-1.0,Negative
I think google circles was an effect of crop `circle` #SXSW #randomly,-0.5,Negative
"How can google load those maps so fast, yet I can barely post a tweet haha #sxsw",0.15,Positive
That is cool! RT @mention Coolest iPad case ever!  It's an etch-a-sketch #sxsw  {link} via @mention,0.546875,Positive
#apple #popupstore #sxsw.  Get your #ipad here  0310apple {link},0.0,Neutral
Finally got my #SXSW schedule on my #google calendar. #coudbeeasier,0.0,Neutral
Google photo booth @mention at the Six Lounge. Check IT! #sxsw {link},0.0,Neutral
"Killer thought from @mention - if you are not paying for a service, it's probably you that is being sold (ref Google, TV ads etc)#sxsw #psfk",0.0,Neutral
@mention Our social calendar app just rolled out with some special #SXSW functionality for iPhone AND android =D {link},0.46349206349206346,Positive
Checking out Google's @mention keynote at #sxsw #mkesxsw who is from Wisconsin!,0.0,Neutral
"Checking out iPad Design Headaches (2 Tablets, Call in the Morning).
{link} #SXSW #tapworthy #fb",0.0,Neutral
"Checking out Mistakes I Made Building Netflix for the iPhone at #SXSW.
{link} #netflixiphone",0.0,Neutral
It only now dawned on me that the iPad 2 launch was timed to coincide with #SXSW to gain maximum #tech #hipster attention. #genius #apple,0.0,Neutral
"curious how iPad 2 sales went in Austin, TX where a lot of potential iPad 2 buyers are attending #SXSW",-0.05,Negative
Anyone know status of iPad 2s in Austin pop-up store? Sold out? Getting more? #ipad2 #sxsw,0.5,Positive
"Google showing off google places with hotpot allows u to post review of place, goes in search results, maps for friends to see, others #sxsw",0.0,Neutral
Loading up my iPhone w/ apps in prep for #sxsw. I'm curious to see what rises to the top.,0.2,Positive
First stop on the #SXSW @mention &amp; @mention hunt: Austin Java. Get in the spy game now for a chance to win an iPad!,0.2833333333333333,Positive
#Apple Pop up store at #SXSW is like dangling red meat in front of lions.  Irresistible &amp; a little unfair.  They can't help themselves!,-0.2708333333333333,Negative
"The new iPad is like fight club, you don't talk about fight club   #SXSW",0.13636363636363635,Positive
"iphone, ipad, mac Oh my! #agchat,#sxsw",0.0,Neutral
@mention Picked up mophie juice boost pack for iPhone. This chick -and wknd- calls for ample juice #SXSW // 'hight-tech energy drink',0.0,Neutral
At the apple store with @mention he's buying an iPad...I guess this is what geeks do when they're drunk hahaha #sxsw,-0.15,Negative
Google tipped to launch social network today at #sxsw called Circles {link},0.03333333333333333,Positive
Original products for 1 device is nuts. #sxsw. Eg the iPad,0.375,Positive
Google Maps car just drove by. Might leave a distorted view of Austin. #sxsw,0.0,Neutral
Google Maps Has 150 Million Mobile Users? THat's what Marissa Mayer claims at  #SXSW - {link},0.0,Neutral
#spiltbeer consequences of drunk techies #sxsw let's see what android has to offer compared to this.,-0.5,Negative
Watch your ears! RT @mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,-0.12121212121212122,Negative
"Apps distract pubs, sez Khoi Vinh. Instead of focusing on reader exp, they're delivering same content 3 ways. #SXSW  {link}",0.0,Neutral
"SXSW Interactive: Google�۪s Mobile Future, &amp; Elusive ���Power of Here�۪ - @mention @mention - #sxsw #google #mobile - {link}",0.0,Neutral
Google Circles - looking forward to this. sadly no launch at #SXSW,0.25,Positive
Whoa! There's a dude in front of me using Google Wave! #sxsw #xplat,0.0,Neutral
"Enough already .... ���@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw�۝",0.04643939393939393,Positive
Google (tries again) to launch a new social network called Circles: {link} #sxsw @mention #310409H2011,-0.17007575757575757,Negative
Need a Workspace?  Book it from your #iPhone {link} @mention #app #SXSW #virtualoffice,0.0,Neutral
False Alarm: Google Circles Not Coming Now���and Probably Not Ever? - {link} #Google #Circles #Social #SXSW,-0.18333333333333338,Negative
Rumours around Google Circles have been proven to be untrue. There was no announcement at #SXSW in Austin Texas. There must be something!,0.0,Neutral
#SXSW #personalcloud Google 'create great design principles' for great tips,0.8,Positive
@mention RT @mention Want a free juice pack air for iphone 4? At #SXSW? We�۪ll be giving away 5 at a 2b-announced location. Stay tuned!,0.5,Positive
Awesome! RT @mention #sxsw with @mention Come check out @mention and get your FREE custom iphone case @mention grill,0.7,Positive
"Yes, the rumors are true. Come play with @mention on iPad at our booth at #SXSW, exhibit hall 3. #iPad #iPad2 (Under the giant &quot;O&quot;)",0.19999999999999998,Positive
@mention RWW: Google Circles will be ______    #sxsw {link},0.0,Neutral
Watch this @mention #sxsw - #ecademy @mention {link} &gt;&gt; fascinating &amp; so true about maps saving itme - lots of it,0.5249999999999999,Positive
#sxsw it's absolutely hysterical watching people take photos w an iPad!!,-1.0,Negative
Wish I was in #SXSW right now. Lots of action taking place. I am sure it will be fun. Nevertheless google it and you will find tons of news.,0.29642857142857143,Positive
Ming.ly is launching soon and celebrating by giving away an Apple TV each day! #sxsw #launch {link} via @mention,0.0,Neutral
&quot;it's not about affirmative action; having women on the product team [at Google] literally made the product better&quot; @mention #SXSW,0.35,Positive
Regardless of keyword - Google thinks local. #mobilesearch #SXSW #SXSWi,0.0,Neutral
recommends using google voice to separate work from life #evolvingworkplace #sxsw,0.0,Neutral
Great to see banks/money startups recognizing the future relevance of corps like Apple and Google #bankinnovation #sxsw,0.4,Positive
Great to see topics avoiding the sexy/hot iPad conversation and hit the heart and soul (accessibility and the developing world) #sxsw,0.8,Positive
Apple to sell iPads in &quot;pop-up&quot; Apple store at #SXSW {link},0.0,Neutral
Going to send my ipad on the mail before being to the office to finish @mention before #sxsw,0.0,Neutral
"Wishful: Several semis filled with Apple's iPad2, each surrounded by tech geek masses. Grab a box &amp; bump pay. Synching and joy ensues. #SXSW",0.4000000000000001,Positive
How to design for baby boomers: DON'T. John McRee on #iPad design #sxsw #yourmom,0.0,Neutral
"Someone asks Leo about an iPad 2 at #SXSW, he says 'Email me, I'll send you one free'. O.o",0.225,Positive
"Yeah I wasn't doing it, but I got couldn't resist. I am wearing blue jeans, black shirt, and sneakers standing in line for my new iPad #SXSW",-0.010101010101010102,Negative
First person to stop by our booth at SXSW &amp; show me their iPad 2 running one if our apps wins a free SnakeHeead Tee Shirt #SXSW,0.3166666666666667,Positive
"@mention Soon, in fact, at #SXSW you can play with it on an iPad (at our booth). Are you at the convention?",0.0,Neutral
"Line for Source Code is even longer than for iPad 2. Take that, Apple. #sxsw",0.0,Neutral
NERDS!!! Spazzmatics at the &quot;Party Like It's 1986&quot; party hosted by Google. {link} #sxsw,0.0,Neutral
#touchingstories giving us the background to STARTING. Great to hear after yesterday's presos on #uncertainty #iPad and/or #tablet #SXSW,0.4,Positive
After #SXSW I will never again take a fully charged IPhone for granted; 24/7 pics edit tweet 4square apps =zap!,0.0,Neutral
Massive #sxsw fail to run out of #iPad2 @mention Should have had a semi full parked out front! #justsayin {link},-0.020833333333333332,Negative
I think #SXSW has taken it upon itself to make it clear to me that a Gen 1 iPhone ain't gonna cut it anymore.,0.09999999999999999,Positive
Thx for RT @mention RT @mention Is it bad that I just want to go home and read my Google Reader feed? #geek #sxsw,-0.6999999999999998,Negative
"Friends at #sxsw, can you take some 360 views with 360 Panorama - {link} - so I feel like I'm there? I'll gift you the app =)!",0.625,Positive
Sitting at a bar listening to music w 3 ppl who r all nose down on iPhone. Waitress looks confused. #sxsw,-0.2777777777777778,Negative
Better get in line now. RT @mention Apple is opening up a temp store in downtown Austin for #SXSW &amp; iPad 2 launch {link},0.5,Positive
Retrollect is now also in Android Market! #SxSW https://market.android.com/details?id=com.borderstylo.retrollect,0.0,Neutral
Can't wait to see the internet implode in Austin on Friday when everyone stops all normal activity to order an iPad 2 #sxsw,0.15,Positive
Entrapment. Layer upon layer RT: @mention Google Circles will be ______ #sxsw&quot;,0.0,Neutral
Who I gotta sleep with at #SXSW to score an iPad 2?  The damn things are everywhere down here in Austin!!!,-0.3038194444444444,Negative
@mention Tell your #sxsw friends to send iReports today! Even if just a fun photo. They can use the CNN app to upload from iPhone.,0.3,Positive
Oh no another way to talk shit on the net Google to Launch Major New Social Network Called Circles Possibly Today {link} #sxsw,0.0053661616161616126,Positive
@mention There was a flap loose and we all peeked. Looks like an Apple Store. Built in a day.  #sxsw,-0.07692307692307693,Negative
I'll bet there's a lot of nerds at #SXSW using the #iPhone Light Saber app in barroom brawls instead of their fists.,0.4,Positive
Mayer: I think about simplicity a lot at Google in developing products. #sxsw ^JR,0.0,Neutral
I really think that most of the iPad 2 stock went down to #SXSW.,0.18148148148148147,Positive
@mention this is for android too! RT @mention #SXSW GO for Blackberry is now available! {link},0.5,Positive
#Hipstamatic Giving Away #SXSW HipstaPaks {link} #channels #news #apps #ios #iphone,0.0,Neutral
Apple setting up a temporary store at #SXSW to sell the #iPad2. Crazy? Brilliant? Convenient? {link}  #apple #news #SXSWi,0.15000000000000002,Positive
"IPad tweeting, riding thru the 210! #sxsw",0.0,Neutral
"This @mention article about #SXSW is so good I'm linking to it on an iPhone on a train, which is the opposite of easy: {link}",0.09583333333333333,Positive
Like @mention I've now seen most of Austin in Google Streetview checking out apartments for #sxsw. Austin is not easy on the click.,0.14166666666666666,Positive
"&quot;multiple approaches to monetization&quot; re: iPhone game dev &quot;but ads would cheapen our product&quot; ok, good luck with that #sxsw",0.26666666666666666,Positive
Guy next to me in the bathroom props his iPad above the urinal and keeps using it while going. These people are serious. #SXSW,-0.1111111111111111,Negative
Google introducing check-in status and rewards at #sxsw - mobile is where it's at. {link},0.0,Neutral
#SXSW #bettercloud computing insight: Google's @mention &quot;we will benefit from data centers' economies of scale continual improvements&quot; #PGi,0.0,Neutral
iPhone battery maintenance is a fine art at #sxsw,0.4166666666666667,Positive
Google actually does have an official death policy. One of only a few. via @mention #digitaldeath #sxsw,-0.06666666666666667,Negative
#SocialNetworks: #Google noch heute mit #Circles? #Facebook-Konkurrent! {link} via @mention und {link} #SXSW,0.0,Neutral
Great visualisation of the ghost movement logic in PacMan during the Google Doodles session @mention #sxsw. More details here. {link},0.65,Positive
Room is full here at re iPad design headaches talk. #sxsw,0.35,Positive
Google &quot;ad preferences&quot; and you can view (and edit) what Google thinks you like. #seenocreepy #SXSW,0.0,Neutral
Bad news update: the pop-up Apple Store is out of iPads! Not sure if they will have more by tomorrow. #SXSW,-0.20833333333333326,Negative
In case our rabbits forgot theirs at home! Apple Opening Pop-Up Store In Austin For #SXSW {link},0.0,Neutral
Packed house for Google/Bing Q&amp;A on search rankings. OH: &quot;I'm hope it's a catfight.&quot; #sxsw #qagb,0.0,Neutral
Just because google patented something i.e. (Age of domain in rankings algorithm) doesn't mean they use it #qagb #SXSW,-0.3125,Negative
RT never use mine on the go RT @mention &quot;You're probably using your iPad on the go.&quot; #disagree #SXSW #uxdes,0.0,Neutral
Over 40% use of google maps is mobile -marissa mayer #sxsw,0.0,Neutral
My ipad auto completes Kawasaki's name from the first four letters #sxsw,0.25,Positive
This #sxsw app by #MxM is made of AWESOME! --  {link}   --{link},1.0,Positive
"It's #SXSW Festival time... OMG I'm scared! Got my netbook, Firm's iPad and my droid!",-0.25,Negative
Free #SXSW sampler on iTunes {link} #FreeMusic,0.4,Positive
"From #SXSW: @mention says @mention playing with NFC for next gen devices. Nexus S now, iPhone 5 next?",0.0,Neutral
"@mention We're tight w/ Google. Lot of my friends work there, employees used to work there. We're tight w/ them, tight w/ Twitter. #sxsw",-0.17857142857142858,Negative
"@mention What's the wait time lookin like? The Apple Store up north is already sold out, any word on the #SXSW inventory?",0.0,Neutral
"Google guy at #sxsw talk is explaining how he made realistic Twitter bots as an experiment. Gee, thanks for doing that.",0.18333333333333335,Positive
apparently the line to get an iPad at the #sxsw store grew by 2 blocks to 5 blocks in the past 30 mins. WUT.,-0.1,Negative
It's funny watching a room full of people hold their iPad in the air to take a photo. Like a room full of tablets staring you down. #SXSW,0.1986111111111111,Positive
"@mention yeah, we have @mention , Google has nothing on us :) #SXSW",0.5,Positive
"@mention Yes, the Google presentation was not exactly what I was expecting. #sxsw",-0.125,Negative
"Hey is anyone doing #sxsw signing up for the group texting app, groupme? got it on my iphone, but no one else is on it, so....kinda useless.",-0.5,Negative
@mention you can buy my used iPad and I'll pick one up tomorrow ;-) #sxsw,0.25,Positive
@mention You could buy a new iPad 2 tmrw at the Apple pop-up store at #sxsw: {link},-0.3068181818181818,Negative
"Guys, if you ever plan on attending #SXSW, you need 4 things, skinny jeans, flannel shirt, beard and an iPad #imanoutcast...",0.0,Neutral
&quot;Do you know what Apple is really good at? Making you feel bad about your Xmas present!&quot; - Seth Meyers on iPad2 #sxsw #doyoureallyneedthat?,5.551115123125783e-17,Positive
